,Asset No,NAV_x,NAV_y
8599,328750,488.18,449.96
8600,328751,488.18,449.96
8601,328752,488.18,449.96
8602,328753,488.18,449.96
8603,328754,488.18,449.96
8604,328755,488.18,449.96
8605,328756,488.18,449.96
8606,328757,488.18,449.96
8607,328758,488.18,449.96
8608,328759,488.18,449.96
8609,328760,488.18,449.96
8610,328761,488.18,449.96
8611,328762,488.18,449.96
8612,328763,488.18,449.96
8613,328764,488.18,449.96
8614,328765,488.18,449.96
8615,328766,488.18,449.96
8616,328767,488.18,449.96
8617,328768,488.18,449.96
8618,328769,488.18,449.96
8619,328770,488.18,449.96
8620,328771,488.18,449.96
8621,328772,488.18,449.96
8622,328773,488.18,449.96
8623,328774,488.18,449.96
8624,328775,488.18,449.96
8625,328776,488.18,449.96
8626,328777,488.18,449.96
8627,328778,488.18,449.96
8628,328779,488.18,449.96
8629,328780,488.18,449.96
8630,328781,488.18,449.96
8631,328782,488.18,449.96
8632,328783,488.18,449.96
8633,328784,488.18,449.96
8634,328785,488.18,449.96
8635,328786,488.18,449.96
8636,328787,488.18,449.96
8637,328788,488.18,449.96
8638,328789,488.18,449.96
8639,328790,488.18,449.96
8640,328791,488.18,449.96
8641,328792,488.18,449.96
8642,328793,488.18,449.96
8643,328794,488.18,449.96
8644,328795,488.18,449.96
8645,328796,488.18,449.96
8646,328797,488.18,449.96
8647,328798,488.18,449.96
8648,328799,523.85,482.85
8649,328800,523.85,482.85
8650,328801,523.85,482.85
8651,328802,523.85,482.85
8652,328803,523.85,482.85
8653,328804,523.85,482.85
8654,328805,523.85,482.85
8655,328806,523.85,482.85
8656,328807,523.85,482.85
8657,328808,523.83,482.83
8658,328809,650.9,599.94
8659,328810,650.9,599.94
8660,328811,1002.4,923.92
8661,333644,12778.03,11843.78
8662,333645,13231.62,12264.22
8664,333647,2112.08,1957.66
8665,333648,1672.75,1550.45
8667,333650,31657.57,29342.98
8668,333651,1916.64,1776.5
8669,333652,940.95,872.16
8670,333653,940.95,872.16
8671,333654,940.95,872.16
8672,333655,940.95,872.16
8673,333656,940.95,872.16
8674,333657,940.95,872.16
8675,333658,10222.41,9475.01
8676,333659,51217.43,47472.75
8677,344644,16053.97,14880.22
8678,344645,1171.73,1091.89
8679,344646,4381.8,4083.27
8680,344647,5903.49,5471.87
8681,344648,3020.29,2799.47
8683,344650,6089.45,5674.56
8684,344651,6049.94,5536.1
8685,344652,4970.57,4607.16
8686,344653,8106.18,7513.51
8687,344655,1991.02,1821.92
8688,344656,9488.95,8842.45
8689,344657,1682.84,1568.18
8690,344658,1590.64,1482.27
8691,344659,2991.73,2787.89
8692,344660,2991.73,2787.89
8700,348644,13612.66,12685.21
8701,348645,37315.99,34773.58
8703,348648,5835.9,5438.28
8704,348649,7824.44,7252.38
8705,348650,6128.43,5710.89
8708,348653,40339.86,37761.44
8709,348654,450.7,421.89
8710,348655,450.7,421.89
8711,348656,1030.89,965.0
8712,348657,1030.89,965.0
8721,348667,3490.37,3252.56
8722,356644,55084.32,51563.47
8724,356646,653.75,605.95
8725,356647,1374.3,1273.83
8726,356648,3327.92,3084.61
8727,356649,1374.3,1273.83
8728,356650,9556.54,8982.4
8735,356657,4241.11,3986.32
8736,356658,5182.21,4850.98
8737,356659,5182.21,4850.98
8740,367646,2059.62,1927.98
8741,367647,2126.01,1990.12
8742,367648,8564.12,8049.6
8743,367649,6220.29,5846.59
8745,367651,17053.12,16084.9
8746,367652,7351.26,6909.62
8747,367653,797.21,746.25
8748,367654,7903.26,7232.03
8749,367655,1084.34,1019.2
8750,367656,1084.34,1019.2
8755,367661,12715.05,11993.13
8756,367662,12715.05,11993.13
8757,367663,9275.78,8749.14
8758,367664,9275.78,8749.14
8762,367671,2216.88,2091.01
8763,375644,9228.73,8704.75
8764,375645,4978.37,4695.72
8765,375646,3961.13,3736.23
8766,375647,5694.02,5370.74
8767,375648,762.84,719.52
8768,375649,2184.0,2060.0
8769,375650,2319.21,2187.53
8770,375651,4749.77,4480.1
8771,375652,3749.09,3547.67
8772,375653,4594.56,4347.72
8773,375654,2734.97,2579.69
8774,375655,3092.79,2917.2
8775,375656,20710.99,19598.27
8776,375657,1893.8,1792.05
8777,375658,29712.94,28116.58
8778,375659,2890.25,2734.97
8779,375660,50893.23,47835.7
8792,382644,3003.59,2842.22
8793,382645,4368.72,4134.0
8794,382646,2190.11,2078.45
8795,382647,7595.84,7208.55
8796,382648,1099.42,1043.37
8797,382649,8220.3,7778.66
8798,382650,1106.61,1047.16
8799,382652,3634.99,3449.65
8801,382654,6996.17,6639.46
8802,382655,6323.25,5983.52
8803,382656,1485.95,1406.11
8804,382658,1865.29,1770.18
8812,382666,68734.08,64831.6
8813,382667,63115.42,59897.37
8814,383644,872.64,813.19
8815,392644,29843.69,28393.6
8816,392645,13307.12,12660.54
8819,392648,19655.92,18653.73
8821,392650,1159.79,1100.66
8822,392651,1159.79,1100.66
8823,392652,1159.79,1100.66
8824,392653,1159.79,1100.66
8831,392660,1559.14,1483.38
8832,392661,1559.14,1483.38
8838,392667,262.19,249.45
8839,392668,262.19,249.45
8840,392669,262.19,249.45
8841,392670,192.3,182.96
8842,392671,192.3,182.96
8843,392672,192.3,182.96
8844,392673,192.3,182.96
8845,392674,192.3,182.96
8846,392675,192.3,182.96
8847,392676,192.3,182.96
8848,392677,192.3,182.96
8849,392678,192.3,182.96
8850,392679,192.3,182.96
8851,392680,20445.07,19451.66
8953,402645,1459.01,1391.4
8954,402646,13462.49,12838.67
8956,402648,6917.3,6596.77
8957,402649,3172.88,2903.41
8958,402650,2639.34,2517.04
8959,402651,2639.34,2517.04
8960,402652,2639.34,2517.04
8961,402653,2639.34,2517.04
8962,402654,2639.34,2517.04
8963,402655,2639.34,2517.04
8964,402656,2895.97,2761.78
8965,402657,2895.97,2761.78
8966,402658,2895.97,2761.78
8967,402659,2895.97,2761.78
8968,402660,2895.97,2761.78
8969,402661,2895.97,2761.78
8970,402662,526.77,502.36
8971,402663,526.77,502.36
8972,402664,526.77,502.36
8973,402665,526.77,502.36
8974,402666,526.77,502.36
8975,402667,526.77,502.36
8976,402668,324.87,309.82
8977,402669,324.87,309.82
8978,402670,324.87,309.82
8979,402671,324.87,309.82
8980,402672,324.87,309.82
8981,402673,324.87,309.82
8982,402674,324.87,309.82
8983,402675,767.83,732.25
8984,402676,767.83,732.25
8985,402677,767.83,732.25
8986,402678,767.83,732.25
8987,402679,767.83,732.25
8988,402680,767.83,732.25
8989,402681,681.85,650.26
8990,402682,681.85,650.26
8991,402683,681.85,650.26
8992,402684,681.85,650.26
8993,402685,681.85,650.26
8994,402686,681.85,650.26
8995,402687,681.85,650.26
8996,402688,681.85,650.26
8997,402689,324.87,309.82
8998,402690,324.87,309.82
8999,402691,324.87,309.82
9000,402692,324.87,309.82
9001,402693,324.87,309.82
9002,402694,324.87,309.82
9003,402695,324.87,309.82
9004,402696,324.87,309.82
9005,402697,324.87,309.82
9006,402698,829.87,791.42
9007,402699,829.87,791.42
9008,408644,17235.63,16471.25
9009,408645,2001.91,1899.84
9010,408646,3321.84,3152.47
9011,408647,1415.22,1343.06
9012,408648,1449.2,1375.31
9013,408649,2289.73,2172.98
9014,408650,4751.41,4509.15
9015,408651,6869.25,6519.01
9016,408652,1001.48,950.42
9017,408653,3071.99,2915.36
9018,408654,1723.57,1647.13
9019,408656,2642.79,2525.58
9020,408657,2871.88,2744.52
9022,408659,3638.66,3477.29
9023,408660,3096.38,2952.9
9024,408661,3096.38,2952.9
9025,408662,3096.38,2952.9
9026,408663,3096.38,2952.9
9027,408664,3096.38,2952.9
9028,408665,3096.38,2952.9
9029,408666,3096.38,2952.9
9030,408667,3096.38,2952.9
9031,408668,3096.38,2952.9
9032,408669,3096.38,2952.9
9033,408670,1303.15,1242.76
9034,408671,1303.15,1242.76
9035,408672,1303.15,1242.76
9036,408673,1303.15,1242.76
9037,408674,1303.15,1242.76
9038,408675,1303.15,1242.76
9039,408676,1303.15,1242.76
9040,408677,1303.15,1242.76
9041,408678,343.1,327.2
9042,408679,343.1,327.2
9043,408680,343.1,327.2
9044,408681,343.1,327.2
9045,408682,343.1,327.2
9046,408683,343.1,327.2
9047,408684,343.1,327.2
9048,408685,343.1,327.2
9049,408686,343.1,327.2
9050,408687,343.1,327.2
9051,408688,343.1,327.2
9052,408689,343.1,327.2
9053,408690,343.1,327.2
9054,408691,681.32,648.21
9055,408692,681.32,648.21
9056,408693,626.81,596.35
9057,408694,626.81,596.35
9058,408695,6516.6,6214.63
9059,427645,7560.03,7238.99
9060,427646,3480.02,3332.24
9061,427647,3180.03,3044.99
9062,427648,14079.99,13482.07
9063,427649,24041.84,23020.89
9064,427650,30496.81,29201.74
9065,427651,18012.79,17247.86
9066,427652,647.99,620.47
9067,427653,647.99,620.47
9068,427654,647.99,620.47
9069,427655,647.99,620.47
9070,427656,647.99,620.47
9071,427657,647.99,620.47
9072,427658,647.99,620.47
9073,427659,647.99,620.47
9080,427666,5844.82,5596.62
9081,427667,5844.82,5596.62
9082,427668,4566.62,4372.7
9083,427669,4566.62,4372.7
9084,427670,2516.02,2409.18
9085,427671,2516.02,2409.18
9086,432644,1256.19,1202.84
9087,432645,1577.52,1510.53
9088,432646,1368.79,1310.66
9089,432647,1133.98,1085.82
9090,432648,11190.67,10734.76
9091,432649,6068.14,5810.45
9092,432650,396.57,0.0
9093,432651,904.04,867.21
9094,432652,904.04,867.21
9095,432653,904.04,867.21
9096,432654,904.04,867.21
9097,432655,904.04,867.21
9098,432656,904.04,867.21
9099,432657,904.04,867.21
9100,432658,904.04,867.21
9101,432659,904.04,867.21
9102,432660,904.04,867.21
9103,432661,904.04,867.21
9104,432662,904.04,867.21
9105,432663,904.04,867.21
9106,432664,904.04,867.21
9107,432665,904.04,867.21
9108,432666,904.04,867.21
9109,432667,904.04,867.21
9110,432668,904.04,867.21
9111,432669,904.04,867.21
9112,432670,904.04,867.21
9113,432671,1577.88,1510.88
9114,432672,1577.88,1510.88
9115,432673,1577.88,1510.88
9116,432674,1577.88,1510.88
9117,432675,1577.88,1510.88
9118,432676,1577.88,1510.88
9119,432677,1577.88,1510.88
9120,432678,1577.88,1510.88
9121,432679,616.86,590.66
9122,432680,616.86,590.66
9123,432681,616.86,590.66
9124,432682,616.86,590.66
9125,432683,616.86,590.66
9126,432684,616.86,590.66
9127,432685,616.86,590.66
9128,432686,616.86,590.66
9129,432687,616.86,590.66
9130,432688,616.86,590.66
9131,432689,4461.29,4279.54
9132,432690,4461.29,4279.54
9133,432691,4461.29,4279.54
9134,432692,4461.29,4279.54
9135,432693,1038.39,994.29
9136,432694,1038.39,994.29
9137,432695,1038.39,994.29
9138,432696,37780.67,36241.47
9139,432697,37780.67,36241.47
9140,432698,37780.67,36241.47
9141,432699,559.63,536.83
9142,432700,559.63,536.83
9143,432701,559.63,536.83
9144,432702,559.63,536.83
9145,432703,559.63,536.83
9146,432704,559.63,536.83
9147,432705,3064.71,2934.56
9148,432706,3064.71,2934.56
9149,432707,3064.71,2934.56
9150,432708,3064.71,2934.56
9151,432709,3064.71,2934.56
9152,432710,3064.71,2934.56
9153,432711,3064.71,2934.56
9154,432712,3064.71,2934.56
9155,432713,3064.71,2934.56
9156,432714,3064.71,2934.56
9157,432715,3064.71,2934.56
9158,432716,3064.71,2934.56
9159,432717,565.33,541.33
9160,432718,565.33,541.33
9161,432719,565.33,541.33
9162,432720,565.33,541.33
9163,432721,565.33,541.33
9164,432722,565.33,541.33
9165,432723,565.33,541.33
9166,432724,565.33,541.33
9167,432725,813.71,779.15
9168,432726,813.71,779.15
9169,432727,813.71,779.15
9170,432728,813.71,779.15
9171,432729,813.71,779.15
9172,432730,813.71,779.15
9173,432731,813.71,779.15
9174,432732,813.71,779.15
9175,432733,912.68,873.93
9176,432734,912.68,873.93
9177,432735,912.68,873.93
9178,432736,912.68,873.93
9179,432737,912.68,873.93
9180,432738,912.68,873.93
9181,432739,912.68,873.93
9182,432740,912.68,873.93
9183,432741,912.68,873.93
9184,432742,912.68,873.93
9185,432743,912.68,873.93
9186,432744,912.68,873.93
9187,432745,10031.75,9623.06
9188,432746,10031.75,9623.06
9189,437644,120533.74,115415.19
9190,437645,30799.98,29492.03
9191,437646,18000.01,17235.63
9192,440644,2326.22,2234.92
9193,440645,5933.64,5700.75
9194,440646,1795.62,1725.14
9195,440647,1245.24,600.1
9196,440648,1276.74,1226.63
9197,440649,2099.03,2016.65
9198,440650,1882.62,1808.73
9199,440651,1817.73,1746.39
9200,440652,1731.13,1663.18
9201,440653,17801.4,17102.72
9202,440654,11443.8,10994.65
9203,440655,15147.56,14553.04
9204,440656,21137.14,20338.78
9205,440657,3734.08,3587.52
9206,440658,3734.08,3587.52
9207,440659,8423.81,8093.18
9208,440660,8423.81,8093.18
9209,440661,8423.81,8093.18
9210,440662,8423.81,8093.18
9211,440663,8423.81,8093.18
9212,440664,8423.81,8093.18
9213,440665,8423.81,8093.18
9214,440666,8423.81,8093.18
9215,440667,8423.81,8093.18
9216,459644,66109.81,63612.82
9217,459645,3316.78,3191.51
9218,459646,15119.8,14588.13
9219,459649,1703.78,1634.37
9220,459650,1703.78,1634.37
9221,459651,1703.78,1634.37
9222,459652,1703.78,1634.37
9223,459653,1703.78,1634.37
9224,459654,1703.78,1634.37
9225,459655,1703.78,1634.37
9226,459656,1703.78,1634.37
9227,459657,2993.41,2880.35
9228,459658,2993.41,2880.35
9229,459661,1177.19,1135.79
9230,459662,513.49,495.43
9231,459663,724.59,699.11
9232,459664,724.59,699.11
9233,471691,26533.9,25531.71
9234,472691,145281.32,140172.66
9235,472692,9535.31,7906.72
9236,472693,102185.21,98591.98
9237,472694,56000.01,53621.93
9238,472695,2374.75,2293.98
9239,472696,2374.75,2293.98
9240,472697,2374.75,2293.98
9241,472698,837.84,802.26
9242,472699,837.84,802.26
9243,472700,837.84,802.26
9244,472701,837.84,802.26
9245,475691,2064.07,1762.85
9246,475692,103095.7,99589.44
9247,475693,21644.09,20907.98
9248,475694,21644.09,20907.98
9249,475695,610.11,485.35
9250,475696,610.11,485.35
9251,475697,610.11,485.35
9252,480691,100159.99,96969.96
9253,480692,8164.22,7895.67
9254,480694,49831.96,48192.78
9255,480695,1492.81,1429.42
9256,483691,3489.13,3044.63
9257,486691,1518.04,1453.58
9258,486692,3573.23,3462.82
9259,486693,1048.11,929.21
9260,486694,4617.75,4475.07
9262,486696,4185.91,4056.57
9263,490691,5497.31,5327.45
9264,490692,11214.44,10867.92
9265,490693,8108.45,7857.9
9266,490694,2629.33,2550.51
9267,490695,15016.63,14566.49
9268,490696,10174.5,9869.51
9269,490697,16622.63,16124.36
9270,492691,146651.71,145474.73
9271,492692,12133.5,12035.34
9272,492693,83241.26,82567.68
9273,492694,102821.05,101989.49
9274,492695,89536.41,88812.29
9275,492696,78641.6,78010.47
9276,492697,76509.51,75890.74
9277,492698,34199.17,33924.59
9278,492699,65906.07,65372.72
9279,492700,47000.33,46620.12
9280,492701,46113.76,45740.61
9281,492702,49094.05,48699.98
9282,492703,43861.47,43506.55
9283,492704,43592.83,43240.08
9284,492705,42049.93,41709.67
9285,492706,37654.88,37337.77
9286,492707,36955.07,36641.21
9287,492708,38567.52,38255.49
9288,492709,38651.61,38338.92
9289,492710,35965.7,35672.4
9290,492711,36037.76,35748.54
9291,492712,33695.6,33411.83
9292,492713,33305.38,33027.01
9293,492714,32027.46,31750.82
9294,492715,33899.21,33624.97
9295,492716,33412.28,33141.96
9296,492717,32125.48,31865.53
9297,492718,22189.25,22000.79
9298,492719,29260.83,29016.27
9299,492720,7967.33,7902.87
9300,492721,37307.65,36119.02
9301,492722,27577.12,27352.21
9302,492723,25259.75,25055.35
9303,492724,24925.27,24723.58
9304,492725,23822.55,23623.44
9305,492726,11483.85,11387.87
9306,492727,11483.85,11387.87
9307,492728,24902.85,24701.34
9308,492729,22764.47,22580.26
9309,492730,22142.85,21963.67
9310,492731,21167.64,20990.72
9311,492732,21135.4,20958.75
9312,492733,21925.04,21747.65
9313,492734,20971.53,20800.49
9314,492735,20979.99,20810.22
9315,492736,21148.39,20977.29
9316,492737,20017.56,19850.25
9317,492738,19532.72,19369.47
9318,492739,19532.72,19369.47
9319,492740,20272.06,20108.08
9320,492741,20056.36,19894.11
9321,492742,17829.84,17685.62
9322,492743,17792.25,17648.32
9323,492744,16723.5,16583.72
9324,492745,15865.11,15728.08
9325,492746,16535.04,16401.27
9326,492747,16535.04,16401.27
9327,492748,16060.16,15930.2
9328,492749,15924.97,15796.11
9329,492750,15839.58,15711.44
9330,492751,15389.2,15264.67
9331,492752,15707.05,15579.98
9332,492753,14912.85,14792.21
9333,492754,14001.17,13887.87
9334,492755,13257.81,13146.16
9335,492756,13516.48,13407.11
9336,492757,13046.15,12937.11
9337,492758,13958.76,13845.8
9338,492759,12682.1,12576.1
9339,492760,13037.28,12931.78
9340,492761,12389.74,12284.51
9341,492762,13232.52,13125.47
9342,492763,12944.85,12840.13
9343,492764,11269.28,11175.09
9344,492765,11650.21,11555.95
9345,492766,10311.65,10224.81
9346,492767,11062.73,10973.22
9347,492768,9568.22,9488.25
9348,492769,9875.96,9796.05
9349,492770,8904.09,8831.47
9350,492771,9198.94,9124.52
9351,492772,8543.94,8471.99
9352,492773,17647.53,17504.76
9353,492774,8536.6,8467.54
9354,492775,7906.79,7842.82
9355,492776,8830.28,8758.84
9356,492777,7038.08,6981.15
9357,492778,7109.32,7051.79
9358,492779,8025.92,7961.49
9359,492780,7306.93,7248.29
9360,492781,6895.15,6837.52
9361,492782,6756.53,6699.63
9362,492783,7520.97,7460.11
9363,496691,395045.96,383204.13
9364,500691,9621.63,9341.32
9365,500692,4830.54,4685.74
9366,500693,4470.82,4336.8
9367,500694,9564.83,9278.11
9368,500695,13465.51,13061.87
9369,500696,4057.53,3935.9
9370,500697,3081.01,2988.66
9371,500698,2220.64,2154.08
9372,500699,2024.39,1963.71
9373,500700,875.18,848.95
9374,500701,5723.91,5552.33
9375,500702,4401.25,4269.32
9376,500703,9742.06,9450.04
9377,500704,3542.64,3436.45
9378,504691,4664.48,4528.59
9379,504692,4081.45,3962.55
9380,504693,2361.41,2292.62
9381,504694,19824.1,19246.57
9382,504695,44895.61,43587.66
9383,504696,37607.37,36511.75
9384,504698,11134.69,10810.3
9385,504699,8363.98,8120.31
9386,504700,2782.54,2524.35
9387,504701,2782.54,2524.35
9388,507691,11039.78,10676.64
9391,508693,2230.22,2165.25
9392,514691,38773.5,37643.91
9393,519711,4145.96,4028.58
9394,519712,11099.97,10785.72
9395,519713,9179.99,8920.1
9396,519714,118989.0,115620.36
9397,519715,3719.96,3614.64
9398,519716,4920.0,4780.71
9399,519717,3765.0,3658.41
9400,519718,3765.0,3658.41
9401,522691,21471.17,20880.05
9402,522692,10199.99,9911.22
9403,522693,2850.03,2769.35
9404,522694,4784.52,4409.97
9405,522695,2252.0,2190.0
9406,522696,47656.61,46228.06
9407,526691,9425.43,9165.94
9408,526692,12648.2,12299.98
9409,526693,2942.2,2863.16
9410,526694,1928.59,1876.78
9411,526695,2942.2,2863.16
9412,526696,4407.35,4288.96
9413,526697,3743.36,3642.8
9414,526699,9061.31,8817.9
9415,527691,10938.92,10851.09
9416,527692,10938.92,10851.09
9417,535691,22629.93,22037.92
9418,535692,55322.93,53875.66
9419,535693,77130.23,75112.48
9420,535694,20960.73,20412.39
9421,535695,22629.93,22037.92
9422,535696,24323.02,23686.72
9423,535697,30272.66,29480.72
9424,535698,28138.42,27402.31
9425,535699,29228.18,28463.56
9426,535700,29228.17,28463.55
9427,535701,23815.12,23192.11
9428,535702,23815.12,23192.11
9429,535703,23488.46,22874.0
9430,535704,23488.45,22873.99
9431,540691,16267.69,16137.1
9432,542691,119036.72,115999.57
9433,542692,36290.81,35341.43
9434,542693,36290.81,35341.43
9435,545691,39279.48,38277.29
9436,545700,29938.23,29699.75
9437,547691,59876.5,59399.54
9438,551691,71687.68,69904.12
9439,553691,2082.34,2030.53
9440,554691,11537.26,11444.65
9441,554692,9291.24,9216.66
9442,558703,30565.7,30322.26
9443,558704,19758.04,19266.47
9444,558705,49525.54,48261.93
9445,563691,127102.69,124014.77
9446,563692,3350.89,3269.48
9447,563693,5456.43,5323.87
9448,563694,13737.4,13403.66
9449,563695,22223.71,21683.79
9450,563696,22403.48,21859.2
9451,563697,4514.07,4404.4
9452,563698,18461.98,18013.45
9453,563699,26704.44,26055.67
9454,563700,24457.66,23863.47
9455,563701,13416.39,13090.44
9456,563702,26383.43,25742.45
9457,563703,13676.59,13352.2
9458,563704,44283.22,43232.89
9459,563705,44283.21,43232.88
9460,563706,44185.94,43137.92
9461,563707,29194.27,28501.83
9462,563709,82463.03,80305.77
9463,568691,12238.12,12140.65
9464,568692,8846.12,8775.12
9465,571691,87978.07,85939.71
9466,571692,27029.64,26762.11
9467,572691,35482.78,35197.96
9468,572692,25777.8,25572.53
9469,572693,17171.15,17034.42
9470,572694,10772.84,10687.06
9471,572695,102449.49,101633.68
9472,572696,113499.35,112595.55
9473,572697,8983.27,8500.63
9474,579691,176737.05,175037.66
9475,579692,937288.06,919252.1
9476,589691,25337.23,24775.79
9477,589692,50674.46,49551.58
9478,589693,223826.55,218754.46
9479,593691,22237.27,22057.39
9480,597691,116259.58,113934.39
9481,597692,176178.08,172356.16
9482,602693,70571.93,70001.01
9576,335647,934.87,866.52
9578,335649,6236.16,5747.97
9582,335653,3146.27,2916.24
9583,335654,10035.61,9249.99
9584,335655,7434.53,6890.97
9585,335656,7434.53,6890.97
9586,335657,7434.53,6890.97
9588,336645,722.42,669.6
9589,337644,1603.06,1485.85
9590,337645,604.09,559.93
9591,337646,850.35,788.18
9592,337647,771.35,714.96
9593,337648,1498.53,1388.97
9594,337649,695.87,645.0
9595,337650,125.47,116.3
9596,337651,2300.09,2131.93
9597,337652,1951.61,1808.93
9613,351644,6918.52,6447.15
9634,357644,5513.44,5182.21
9766,393646,23247.68,22118.09
9767,393647,846.19,803.04
9768,393648,846.19,803.04
9769,393649,846.19,803.04
9770,393650,846.19,803.04
9771,393651,846.19,803.04
9772,393652,846.19,803.04
9773,393653,846.19,803.04
9774,393654,846.19,803.04
9775,393655,846.19,803.04
9776,393656,846.19,803.04
9777,393657,846.19,803.04
9778,393658,846.19,803.04
9779,393659,846.19,803.04
9780,393660,846.19,803.04
9781,393661,846.19,803.04
9782,393662,846.19,803.04
9783,393663,846.19,803.04
9784,393664,846.19,803.04
9785,393665,846.19,803.04
9786,393666,846.19,803.04
9787,393667,846.19,803.04
9788,393668,846.19,803.04
9789,393669,846.19,803.04
9790,393670,846.19,803.04
9791,393671,846.19,803.04
9792,393672,846.19,803.04
9793,393673,846.19,803.04
9794,393674,846.19,803.04
9795,393675,846.19,803.04
9796,393676,846.19,803.04
9797,424644,51999.98,49791.76
9798,424645,51999.98,49791.76
9800,456646,10902.59,10458.42
9801,477691,385433.47,357253.2
9802,501691,21989.11,21309.66
9803,501692,21989.11,21309.66
9804,569692,3224.38,3051.15
9848,401647,68521.79,54508.67
9849,410645,71775.92,61301.03
9852,482702,252.21,215.41
9853,482703,396.51,0.0
9855,502691,8403.59,7623.81
9856,530691,1323.61,1219.99
9857,530692,817.32,753.34
9858,537691,1101.79,1008.22
9859,539691,141171.75,131553.46
9860,560693,137123.24,127780.77
9861,560694,13166.34,12418.8
9862,575695,18113.39,17140.23
9863,575696,197604.96,180822.07
9864,575697,147512.12,134983.7
9866,575699,338765.93,327972.77
9867,586691,86703.71,82490.83
9868,586692,21568.97,20520.95
10160,2150,2918.68,2497.86
10161,2151,286.38,153.89
10197,2190,1630.46,1246.57
10198,2191,2391.59,1671.8
10203,2196,21242.5,18061.25
10204,2197,9992.45,8531.29
10205,2198,11139.81,8690.64
10206,2199,19261.4,16794.04
10207,2200,1165.39,965.8
10208,2201,3221.89,2924.63
10209,2202,1604.33,1418.75
10222,5172,649.97,599.01
10225,5175,658.67,607.03
10227,5177,920.86,848.67
10228,5219,68452.35,63085.8
10251,5327,8532.65,7989.13
10252,5328,20000.01,18726.04
10286,5529,7405.98,7046.55
10297,5540,2450.02,2331.12
10308,5575,1541.67,1463.11
10313,5580,8235.34,7853.83
10314,5581,2163.32,2063.1
10326,6153,2779.17,2656.02
10338,6288,3527.25,3370.96
10373,6340,238.36,229.02
10378,6427,83534.98,80260.48
10379,6428,12615.39,12120.88
10380,6429,13000.0,12490.41
10383,6432,253968.57,244013.22
10404,7618,35887.51,34626.28
10411,17616,101821.32,98362.19
10418,20616,14956.28,14448.18
10419,20617,19201.34,18476.54
10451,60623,3684.94,3540.5
10463,68634,4604.26,4470.19
10464,68635,4401.85,4273.67
10477,85626,10799.09,10501.63
10496,98631,2957.5,2880.21
10563,173630,379659.31,371426.53
10564,174630,301290.3,294311.47
10591,212649,56.16,0.0
10593,216645,250.01,0.0
10594,216646,374.98,183.88
10601,229645,223653.61,220035.47
10602,229646,242992.54,239061.55
10603,229647,3500.03,2310.99
10604,229648,1537.49,1015.16
10606,230644,833.32,408.66
10608,240644,2420.02,2382.65
10609,241644,22932.69,17089.55
10610,252644,12499.98,9952.03
10611,252645,7999.98,5961.62
10612,253644,775.02,643.38
10616,254647,1974.31,1638.96
10617,254648,2952.81,2451.25
10623,261644,4333.36,3891.72
10624,266645,4313.32,3763.81
10625,266646,3955.79,3451.83
10630,274645,3173.38,2769.11
10631,281644,1800.03,1494.28
10633,281647,20533.31,20234.35
10639,289644,7516.67,6820.23
10641,289646,2018.52,1831.51
10647,291645,2165.0,1964.4
10649,293644,16572.01,15036.58
10650,297645,21389.3,21082.27
10654,312677,698249.31,694503.83
10655,313644,526615.24,518477.12
10656,314644,121176.99,119304.37
10660,314648,154130.87,151748.99
10661,314649,387145.41,381162.61
10663,314651,282931.0,278558.69
10664,314652,144738.31,142501.58
10665,314653,33876.43,33352.92
10666,314654,1400.51,1160.65
10667,314655,16005.52,13264.26
10668,314656,506304.45,498480.2
10670,314658,383.83,318.64
10671,314659,19236.08,15968.59
10675,314663,529.7,439.74
10679,314667,206562.22,203372.47
10685,314673,5554.79,4611.23
10686,314675,4968.7,4124.7
10687,314676,1199.37,995.65
10688,314677,5869601.15,5837438.95
10692,316646,5213.37,4549.21
10697,330644,2086.37,1923.05
10698,330645,659.64,608.0
10699,330646,2148.2,1980.04
10700,330647,1390.9,1282.02
10701,330648,1432.12,1320.01
10702,330649,989.44,911.98
10703,330650,1744.59,1608.02
10704,330651,2616.88,2412.03
10706,345645,3450.06,3197.81
10707,345646,4500.17,4193.57
10708,345647,6108.25,5692.09
10709,345648,1213.95,1125.2
10789,345728,9380.48,8694.65
10790,345729,9380.48,8694.65
10791,345730,9380.48,8694.65
10792,345731,9380.48,8694.65
10793,345732,9380.48,8694.65
10794,345733,9380.48,8694.65
10795,345734,9380.48,8694.65
10796,345735,9380.48,8694.65
10797,345736,9380.48,8694.65
10798,345737,9380.48,8694.65
10799,345738,9380.48,8694.65
10800,345739,9380.45,8694.62
10801,345740,4180.98,3875.29
10806,360645,16186.68,15972.33
10807,360646,4107.15,3860.41
10808,360647,3677.02,3456.11
10810,371644,1146974.59,1131786.12
10811,371645,9613.9,9068.06
10815,371649,996.3,939.74
10832,385648,8162.23,7746.07
10838,385654,1157.78,1092.04
10839,385655,1157.78,1092.04
10840,389644,256940.57,253398.93
10841,395644,375201.39,370232.9
10843,395646,4997.28,4742.49
10844,395647,1982.23,1881.16
10845,395648,8052.23,7641.67
10851,395654,1915.63,1817.96
10852,395655,1915.63,1817.96
10853,395656,1915.63,1817.96
10854,395657,1915.63,1817.96
10855,395658,1915.63,1817.96
10856,395659,1915.63,1817.96
10871,395674,10161.13,9643.05
10872,403645,97170.45,95947.44
10873,403646,202625.64,200075.34
10900,413644,3115.91,2971.53
