,Asset No,NAV_x,NAV_y
6747,346645,9224.68,8596.19
6748,346646,61520.56,40330.15
6749,346647,6020.94,5610.72
6751,346649,685.62,638.91
6752,346650,685.62,638.91
6753,346651,685.62,638.91
6754,346652,685.62,638.91
6755,346653,685.62,638.91
6756,346654,685.62,638.91
6757,346655,685.62,638.91
6758,346656,685.62,638.91
6759,346657,685.62,638.91
6760,349644,4238.35,3949.58
6764,349648,34966.44,32584.11
6765,359644,6816.59,6380.89
6788,364666,1901.43,1779.89
6789,364667,1901.43,1779.89
6790,364668,1901.43,1779.89
6791,364669,1901.43,1779.89
6792,364670,1901.43,1779.89
6793,364671,1901.43,1779.89
6794,364672,1901.43,1779.89
6795,364673,1901.43,1779.89
6796,364674,1901.43,1779.89
6797,364675,1901.43,1779.89
6798,364676,9099.51,8582.87
6892,381651,1387.73,1316.97
6893,381652,1387.73,1316.97
6894,381653,1387.73,1316.97
6895,381654,1387.73,1316.97
6896,381655,1387.75,1317.0
6897,381656,1387.75,1317.0
6898,381657,1387.75,1317.0
6899,381658,1387.75,1317.0
6900,381659,1387.75,1317.0
6901,381660,1387.75,1317.0
6902,381661,1387.75,1317.0
6903,381662,1387.75,1317.0
6904,381663,1387.75,1317.0
6905,381664,1387.75,1317.0
6906,381665,1387.75,1317.0
6907,381666,1387.75,1317.0
6908,381667,1387.75,1317.0
6909,381668,1387.75,1317.0
6910,381669,1387.75,1317.0
6911,381670,1387.75,1317.0
6912,381671,1387.75,1317.0
6913,381672,1387.75,1317.0
6914,381673,1387.75,1317.0
6915,381674,1387.75,1317.0
6916,394644,94439.92,89624.73
6918,394646,3321.12,3159.75
6919,394647,18178.64,17295.35
6920,394648,8040.59,7649.91
6921,394649,3287.87,3128.11
6922,394650,3287.87,3128.11
6923,394651,3287.87,3128.11
6924,394652,3287.87,3128.11
6947,398645,125852.04,119736.97
6948,398646,34609.34,32927.7
6949,398647,2291.13,2184.97
6950,398648,1787.7,1704.86
6951,398649,1787.7,1704.86
6952,398650,1787.7,1704.86
6953,398651,1787.7,1704.86
6954,398652,1787.7,1704.86
6955,398653,1787.7,1704.86
6956,398654,1787.7,1704.86
6957,398655,1787.7,1704.86
6958,398656,1787.7,1704.86
6959,398657,1787.7,1704.86
6960,398658,1678.08,1596.55
6961,398659,1678.08,1596.55
6962,398660,1678.08,1596.55
6963,398661,1678.08,1596.55
6965,409644,3115.91,2971.53
6966,409645,3115.91,2971.53
6967,409646,3115.91,2971.53
6968,416644,683.31,674.82
6971,416647,7148.23,6817.0
6972,416648,8614.52,8215.34
7119,416795,1223.6,1164.15
7120,416796,1223.6,1164.15
7121,416797,1223.6,1164.15
7122,416798,1223.6,1164.15
7123,416799,1223.6,1164.15
7136,426645,28094.94,26901.87
7142,426651,27133.2,25980.97
7143,426652,7500.02,7181.53
7144,426653,13600.05,13022.52
7145,426654,19200.02,18384.68
7158,426667,1539.97,1474.57
7159,426668,1539.97,1474.57
7160,426669,1539.97,1474.57
7161,426670,1539.97,1474.57
7162,426671,1539.97,1474.57
7163,426672,1539.97,1474.57
7164,426673,1539.97,1474.57
7165,426674,1539.97,1474.57
7166,426675,1539.97,1474.57
7167,426676,1539.97,1474.57
7168,426677,1539.97,1474.57
7169,426678,1539.97,1474.57
7170,426679,1539.97,1474.57
7171,426680,1539.97,1474.57
7172,426681,1539.97,1474.57
7173,426682,1539.97,1474.57
7174,426683,1539.97,1474.57
7179,426688,1511.98,1447.77
7180,426689,1511.98,1447.77
7181,426690,1511.98,1447.77
7182,426691,1511.98,1447.77
7183,426692,1511.98,1447.77
7184,426693,1511.98,1447.77
7185,426694,1511.98,1447.77
7186,426695,1511.98,1447.77
7187,426696,1511.98,1447.77
7188,426697,1511.98,1447.77
7189,426698,1511.98,1447.77
7190,426699,1511.98,1447.77
7191,426700,1511.98,1447.77
7192,426701,1511.98,1447.77
7193,426702,1511.98,1447.77
7194,426703,1511.98,1447.77
7195,426704,1800.0,1723.56
7196,426705,1800.0,1723.56
7197,426706,1800.0,1723.56
7198,426707,1800.0,1723.56
7199,426708,1800.0,1723.56
7200,426709,1800.0,1723.56
7201,426710,1800.0,1723.56
7202,426711,1800.0,1723.56
7203,426712,1800.0,1723.56
7204,426713,1800.0,1723.56
7205,426714,1800.0,1723.56
7206,426715,1800.0,1723.56
7207,426716,1800.0,1723.56
7208,426717,1800.0,1723.56
7209,426718,1800.0,1723.56
7210,426719,1800.0,1723.56
7211,426720,1800.0,1723.56
7212,426721,1800.0,1723.56
7213,426722,1800.0,1723.56
7214,426723,1800.0,1723.56
7215,426724,1800.0,1723.56
7216,426725,1800.0,1723.56
7217,426726,1800.0,1723.56
7218,426727,1800.0,1723.56
7228,433661,9399.99,9000.81
7230,433663,22514.77,21597.51
7231,433664,19846.31,19037.76
7232,433665,1581.04,0.0
7233,433666,1605.19,1539.79
7234,433667,4732.25,4539.46
7235,433668,1605.19,1539.79
7236,433669,1605.19,1539.79
7237,433670,1605.19,1539.79
7238,433671,1605.19,1539.79
7239,433672,1605.19,1539.79
7240,433673,1605.19,1539.79
7241,433674,1605.19,1539.79
7242,433675,1605.19,1539.79
7243,433676,1605.19,1539.79
7244,433677,1605.19,1539.79
7245,433678,1605.19,1539.79
7246,433679,458.68,440.0
7247,433680,458.68,440.0
7248,433681,458.68,440.0
7249,433682,458.68,440.0
7250,433683,458.68,440.0
7251,433684,458.68,440.0
7252,433685,458.68,440.0
7253,433686,458.68,440.0
7254,433687,458.68,440.0
7255,433688,458.68,440.0
7256,433689,458.68,440.0
7257,433690,458.68,440.0
7258,433691,458.68,440.0
7259,433692,458.68,440.0
7260,433693,458.68,440.0
7261,433694,458.68,440.0
7262,433695,458.68,440.0
7263,433696,458.68,440.0
7264,433697,458.68,440.0
7265,433698,458.68,440.0
7266,433699,114.47,0.0
7267,433700,114.47,0.0
7268,433701,114.47,0.0
7269,433702,114.47,0.0
7270,433703,114.47,0.0
7271,433704,114.47,0.0
7278,461665,74137.48,71337.29
7279,461666,3479.36,0.0
7280,461667,4154.74,3991.67
7281,461668,15510.16,14878.27
7282,461669,4143.96,3981.32
7283,461670,8297.1,7959.07
7284,461671,65755.91,52308.42
7285,461672,193508.75,185913.8
7286,461673,327690.47,306774.18
7290,461677,770.04,371.07
7291,461678,770.04,371.07
7292,461679,770.04,371.07
7293,461680,770.04,371.07
7294,461681,770.04,371.07
7295,461682,770.04,371.07
7296,461683,770.04,371.07
7297,461684,770.04,371.07
7298,461685,7368.51,7099.99
7299,461686,7368.51,7099.99
7300,461687,7368.51,7099.99
7301,461688,7368.51,7099.99
7302,461689,7368.51,7099.99
7303,461690,7368.51,7099.99
7304,461691,7368.51,7099.99
7305,461692,7368.51,7099.99
7306,461693,7368.51,7099.99
7307,461694,7368.51,7099.99
7308,461695,7368.51,7099.99
7309,461696,7368.51,7099.99
7310,461697,7368.51,7099.99
7311,461698,7368.51,7099.99
7312,461699,7368.56,7100.04
7313,461700,1021.88,812.9
7314,461701,1021.88,812.9
7315,461702,1021.88,812.9
7316,461703,1021.88,812.9
7317,461704,1021.88,812.9
7318,461705,1021.88,812.9
7319,461706,1021.88,812.9
7320,461707,1021.88,812.9
7321,461708,1021.88,812.9
7322,461709,1021.88,812.9
7323,461710,1021.88,812.9
7324,461711,1021.88,812.9
7325,461712,1021.88,812.9
7326,461713,1021.88,812.9
7327,461714,1021.88,812.9
7328,461715,1021.88,812.9
7329,461716,1021.88,812.9
7330,461717,1021.88,812.9
7331,461718,1021.92,812.94
7332,461719,3429.83,3295.21
7333,461720,3429.83,3295.21
7334,473691,6558.0,3160.42
7335,473692,27646.24,21992.42
7336,473693,1712.45,1362.25
7337,473694,11901.68,11434.56
7338,473695,7491.82,7237.03
7339,476691,40463.87,34558.64
7340,476692,27998.83,27046.59
7341,476693,6766.8,6544.21
7342,476694,3831.64,3705.6
7343,476695,1032.05,881.44
7344,476696,1032.05,881.44
7345,476697,1032.05,881.44
7346,476698,1032.05,881.44
7347,476699,1769.21,1511.02
7348,476700,1769.21,1511.02
7349,476701,20368.89,17396.29
7350,476702,2133.93,1822.52
7351,482692,1311.15,1144.12
7352,482693,61173.33,59225.0
7353,482694,24969.7,24174.43
7354,482695,36864.02,35689.93
7355,482696,8533.36,8261.58
7356,482697,3360.03,3253.02
7357,482698,3360.03,3253.02
7358,482699,754.5,658.39
7359,482700,754.5,658.39
7360,482701,656142.47,572551.72
7361,488691,51693.85,49810.03
7362,488692,1222.77,1084.05
7363,488693,7066.65,6841.58
7364,488694,173763.63,167653.41
7365,488695,35813.32,34672.69
7366,488696,24462.84,23706.95
7367,488697,14018.04,13584.89
7368,488698,50606.54,48941.88
7369,488699,4058.47,3541.44
7370,488700,37184.01,35999.72
7371,488701,58143.9,51547.55
7372,488702,17279.51,16711.12
7373,495691,49218.9,44202.62
7374,495692,20481.64,18394.19
7375,495693,9482.82,9189.81
7376,495694,26338.15,25442.39
7377,495695,4058.47,3541.44
7378,495696,15749.99,14144.78
7379,495697,6800.14,6590.02
7380,495698,375958.79,337641.9
7381,495699,17057.45,16530.38
7382,495700,6376.87,6179.83
7383,495701,27625.01,26796.93
7384,495702,58560.42,56805.03
7385,495703,2798.9,2442.33
7386,495704,91624.47,87373.52
7387,495705,59307.79,56559.59
7388,495706,68890.23,65694.04
7389,495707,14813.91,14126.61
7390,495708,14813.91,14126.61
7391,495709,14813.91,14126.61
7392,495710,14813.91,14126.61
7393,495711,212806.99,210593.85
7394,495712,17685.84,16826.73
7395,495713,17685.84,16826.73
7396,495714,17685.84,16826.73
7397,495715,57492.61,54827.87
7398,495716,15746.78,14982.56
7399,495717,15746.78,14982.56
7400,495718,19624.61,18715.25
7401,495719,42990.98,40995.65
7402,495720,20561.21,19606.9
7403,495721,20553.38,19599.44
7404,495722,12160.48,11570.31
7405,495723,12160.48,11570.31
7406,495724,17692.88,16872.83
7407,495725,17692.88,16872.83
7408,495728,12030.29,11472.14
7409,495729,8040.47,7667.89
7410,495730,8040.47,7667.89
7411,495731,25057.57,23894.57
7412,495732,25057.57,23894.57
7413,495733,5126.72,4877.91
7414,495734,5126.72,4877.91
7415,495735,41025.7,40594.57
7416,495736,1694.11,1615.56
7417,495737,1694.11,1615.56
7418,495738,1694.11,1615.56
7419,495739,1694.11,1615.56
7420,495740,1694.11,1615.56
7421,495741,1694.11,1615.56
7422,495742,6172.75,5886.15
7423,495743,5837.87,5566.81
7424,495744,5837.87,5566.81
7425,495745,6172.75,5886.15
7426,495746,9437.55,9000.24
7427,495747,10918.6,10411.84
7428,495748,10918.6,10411.84
7429,495749,10918.6,10411.84
7430,495750,10918.6,10411.84
7431,495751,3131.04,2985.67
7432,495752,3131.04,2985.67
7433,495753,3131.04,2985.67
7434,495754,3131.04,2985.67
7435,495755,3131.04,2985.67
7436,495756,11794.56,11670.61
7437,495757,11794.56,11670.61
7438,495758,11794.56,11670.61
7439,495759,11123.63,10606.9
7440,495760,4640.66,4425.28
7441,495761,4640.66,4425.28
7442,495762,4640.66,4425.28
7443,495763,4640.66,4425.28
7444,495764,32045.84,31712.57
7445,495765,9067.29,8646.45
7446,495766,9067.29,8646.45
7447,495767,5858.34,5574.02
7448,495768,5858.34,5574.02
7449,495769,2852.82,2720.52
7450,495770,2852.82,2720.52
7451,495771,2852.82,2720.52
7452,495772,29581.07,29273.44
7453,495773,5582.23,5311.32
7454,495774,5582.23,5311.32
7455,495775,6887.29,6568.15
7456,495776,6887.29,6568.15
7457,495777,6887.29,6568.15
7458,495778,6887.29,6568.15
7459,495779,6887.29,6568.15
7460,495780,6811.55,6495.73
7461,495781,1649.59,1573.15
7462,495782,1649.59,1573.15
7463,495783,1649.59,1573.15
7464,495784,1649.59,1573.15
7465,495785,4125.53,3934.25
7466,495786,4125.53,3934.25
7467,495787,9238.69,8789.62
7468,495788,15446.61,15284.23
7469,495789,15446.61,15284.23
7470,495790,31074.26,30788.85
7471,495791,3003.19,2864.02
7472,495792,3003.19,2864.02
7473,495793,2343.03,2234.49
7474,495794,2343.03,2234.49
7475,495795,2343.03,2234.49
7476,495796,6686.74,6376.55
7477,495797,11545.45,11425.38
7478,495798,11545.45,11425.38
7479,495799,5537.83,5281.06
7480,495800,3975.14,3790.94
7481,495801,3975.14,3790.94
7482,495802,6786.13,6471.33
7483,495803,6786.13,6471.33
7484,495804,6331.5,6037.79
7485,495805,7637.3,7557.03
7486,495806,7637.3,7557.03
7487,495807,7637.3,7557.03
7488,495808,5173.34,4922.04
7489,495809,10590.77,10479.48
7490,495810,10590.77,10479.48
7491,495811,20922.3,20702.43
7492,495812,6804.54,6733.03
7493,495813,6804.54,6733.03
7494,495814,6804.54,6733.03
7495,495815,10315.03,10206.63
7496,495816,10315.03,10206.63
7497,495817,4288.28,4089.57
7498,495818,4804.83,4581.94
7499,495819,2393.63,2282.59
7500,495820,2393.63,2282.59
7501,495821,4230.76,4034.72
7502,495822,7557.44,7190.67
7503,495823,4728.99,4509.87
7504,495824,1515.48,1441.86
7505,495825,1515.48,1441.86
7506,495826,1515.48,1441.86
7507,495827,3370.72,3214.53
7508,495828,3370.72,3214.53
7509,495829,3370.72,3214.53
7510,495830,3627.5,3451.45
7511,495831,3627.5,3451.45
7512,495832,7447.32,7102.06
7513,495833,2018.27,1924.6
7514,495834,2018.27,1924.6
7515,495835,2018.27,1924.6
7516,495836,2018.27,1924.6
7517,495837,2018.27,1924.6
7518,495838,2018.27,1924.6
7519,495839,8903.15,8490.13
7520,495840,4077.84,3879.75
7521,495841,4036.73,3840.64
7522,495842,3187.84,3033.13
7523,495843,3187.84,3033.13
7524,495844,6320.72,6013.96
7525,495845,6079.79,5784.73
7526,495846,6091.4,5809.0
7527,495847,3816.84,3639.98
7528,495848,3600.36,3425.47
7529,495849,891.15,849.81
7530,495850,3087.22,2944.17
7531,495851,13891.26,13745.28
7532,495852,6612.17,6543.4
7533,495853,6612.17,6543.4
7534,495854,2610.73,2484.03
7535,495855,2610.73,2484.03
7536,495856,2610.73,2484.03
7537,495857,2610.73,2484.03
7538,495858,13135.66,12997.62
7539,495859,5084.08,4837.34
7540,495860,6169.88,6105.04
7541,495861,6169.88,6105.04
7542,495862,1504.31,1434.53
7543,495863,1504.31,1434.53
7544,495864,4809.26,4575.86
7545,495865,1491.48,1422.3
7546,495866,1491.48,1422.3
7547,495867,3512.07,3349.33
7548,495868,11794.56,11670.61
7549,495869,4061.38,3864.04
7550,495870,10371.01,10262.02
7551,495871,3241.12,3090.69
7552,495872,2859.31,2726.82
7553,495873,2656.47,2533.3
7554,495874,2656.47,2533.3
7555,495875,11824.96,11700.68
7556,495876,4259.68,4052.95
7557,495877,2618.19,2496.8
7558,495878,10957.53,10842.36
7559,495879,2506.22,2389.96
7560,495880,2458.71,2344.66
7561,495881,2408.21,2296.49
7562,495882,10401.29,10291.97
7563,495883,2377.45,2267.16
7564,495884,10151.68,10044.98
7565,495885,2336.89,2228.61
7566,495886,2309.77,2202.74
7567,495887,2447.62,2334.02
7568,495888,9199.25,9103.53
7569,495889,3302.88,3142.58
7570,495890,10081.52,9988.93
7571,495891,6702.69,6619.38
7572,495892,3280.43,3128.47
7573,495893,2518.62,2401.88
7574,495894,2175.52,2074.55
7575,495895,3022.99,2876.28
7576,495896,3101.46,2957.78
7577,495897,4263.4,4065.4
7578,495898,2798.7,2662.87
7579,495899,8426.11,8337.58
7580,495900,2439.48,2320.95
7581,495901,2439.48,2320.95
7582,495902,2282.48,2176.71
7583,495903,1680.25,1598.64
7584,495904,1657.53,1580.64
7585,495905,2783.26,2654.44
7586,495906,1617.27,1542.24
7587,495907,6355.48,6289.37
7588,495908,1590.79,1516.99
7589,495909,2544.2,2420.72
7590,495910,2536.36,2413.27
7591,495911,1548.26,1473.05
7592,495912,1545.19,1470.13
7593,495913,2915.44,2780.23
7594,495914,2477.04,2356.83
7595,495915,1347.66,1285.21
7596,495916,3576.5,3410.51
7597,495917,1491.48,1422.3
7598,495918,1445.55,1375.38
7599,495919,2335.94,2222.57
7600,495920,5601.28,5543.02
7601,495930,3722.12,3376.74
7602,495931,3722.12,3376.74
7603,495940,986.51,468.18
7604,505691,3673.31,3566.3
7605,511694,30978.34,29762.48
7606,511695,40845.91,38953.2
7607,511696,42542.57,40571.24
7608,511697,42542.57,40571.24
7609,511698,31580.35,30340.87
7610,511699,7972.58,7544.55
7611,511700,7972.58,7544.55
7612,511701,7972.58,7544.55
7613,511702,7972.58,7544.55
7614,511703,16754.32,16578.28
7615,511704,16754.32,16578.28
7616,511705,28524.37,27259.49
7617,511706,18454.47,17916.84
7618,511708,801778.98,780240.72
7619,511709,832628.69,807669.96
7620,511710,495478.61,480168.55
7621,511711,153057.88,148328.47
7622,511712,55572.83,50416.19
7623,511713,66913.13,64907.35
7624,511714,54220.11,52685.11
7625,511715,66913.13,64907.35
7626,511716,65837.63,63864.09
7627,511717,153111.62,148651.02
7628,511718,43729.52,42455.55
7629,511719,10403.98,10092.11
7630,511720,4348.32,3855.01
7631,511721,57352.35,55633.17
7632,512691,3206.88,3113.46
7633,512692,3789.9,3679.49
7634,512693,42126.11,40898.85
7635,512694,6705.22,6509.88
7636,513699,85063.8,82585.63
7637,513700,37257.59,36172.17
7640,523691,25265.59,24570.0
7641,523692,9000.01,8745.22
7642,523693,88450.42,85946.35
7643,523694,53999.99,49413.69
7644,523695,12600.0,12243.29
7685,523737,43851.91,40419.06
7686,523738,43851.91,40419.06
7687,523739,6085.51,5917.97
7688,523740,19935.61,18374.99
7689,523741,16103.37,15660.03
7690,524691,54479.98,52937.62
7691,524692,6833.32,6252.95
7692,524693,51982.6,50510.95
7693,528691,16729.06,15727.25
7694,528692,7593.11,7514.09
7695,529691,74353.34,68917.13
7696,529692,15424.64,14999.98
7697,529693,51818.83,47417.77
7698,529694,3862.44,3580.04
7699,529695,2323.33,2153.47
7700,536691,273014.58,265498.19
7701,538691,157924.11,153681.78
7702,538692,1508.88,1468.35
7703,538693,1508.88,1468.35
7704,538694,1508.88,1468.35
7705,538695,1508.88,1468.35
7706,538696,1508.88,1468.35
7707,538697,1508.88,1468.35
7708,538698,1508.88,1468.35
7709,538699,1508.88,1468.35
7710,538700,1508.88,1468.35
7711,538701,1508.88,1468.35
7712,538702,1508.88,1468.35
7713,538703,1508.85,1468.32
7714,546691,56391.98,54953.17
7715,546692,132661.48,124182.09
7716,555739,32201.69,30636.22
7717,555740,35602.55,33463.63
7718,555741,75715.86,73832.08
7719,555742,2827.44,2657.58
7720,560695,88420.26,83108.19
7721,560696,6659.69,6497.9
7722,567691,172040.64,167960.11
7723,576691,115827.14,109604.19
7724,576692,113993.76,107869.31
7725,576693,172701.43,163422.85
7726,577691,46545.42,45263.97
7727,581691,54558.61,51907.64
7728,581692,61094.73,58126.18
7729,581693,198641.12,194139.75
7730,591691,164830.42,161177.99
7731,592691,62302617.47,60587229.87
7732,592692,16370008.52,15930577.95
7733,600691,19800.02,18118.38
7734,600692,20600.0,61800.0
7735,600693,339478.09,333405.49
7736,600694,61382.11,58659.87
7737,600695,16848.3,16101.1
7738,600696,62978.65,60185.61
7739,600697,46292.23,44239.21
7740,600698,21152.33,20214.25
7741,600699,12433.87,11882.44
7742,600700,12433.87,11882.44
7743,600701,12433.87,11882.44
7744,600702,12433.87,11882.44
7745,600703,12433.87,11882.44
7746,600704,12433.87,11882.44
7772,436647,260.73,0.0
7773,436648,33.9,16.35
7774,436649,33.9,16.35
7775,436650,33.9,16.35
7776,436651,33.9,16.35
7777,436652,33.9,16.35
7778,436653,33.9,16.35
7779,436654,33.9,16.35
7780,436655,33.9,16.35
7781,436656,33.9,16.35
7782,436657,33.9,16.35
7783,436658,33.9,16.35
7784,436659,33.9,16.35
7785,436660,33.9,16.35
7786,436661,33.9,16.35
7787,436662,33.9,16.35
7788,436663,33.9,16.35
7789,454644,207.66,100.08
7790,454645,207.66,100.08
7791,454646,207.66,100.08
7792,454647,207.66,100.08
7793,454648,207.66,100.08
7794,454649,207.66,100.08
7795,454650,207.66,100.08
7796,454651,207.66,100.08
7797,486697,2886.49,2559.02
7798,486698,713.95,632.95
7799,486699,713.95,632.95
7800,486700,713.95,632.95
7801,486701,713.95,632.95
7802,556691,5873.13,5497.73
7803,556692,1233.09,1154.27
7804,556693,2926.99,2760.81
7805,556694,2372.64,2237.93
7806,556695,2372.64,2237.93
7807,556696,2372.64,2237.93
7808,556697,2372.64,2237.93
7809,556698,2372.64,2237.93
7810,556699,2372.64,2237.93
7811,556700,2372.64,2237.93
7812,556701,2372.64,2237.93
7813,556702,2372.64,2237.93
7814,556703,2372.64,2237.93
7815,556704,2372.64,2237.93
7816,556705,2372.64,2237.93
7817,556706,2372.64,2237.93
7818,556707,2372.64,2237.93
7819,556708,2372.64,2237.93
7820,556709,2372.64,2237.93
7821,556710,2372.64,2237.93
7822,556711,2372.64,2237.93
7823,556712,2372.64,2237.93
7824,556713,2372.64,2237.93
7825,556714,2372.64,2237.93
7826,556715,2372.64,2237.93
7827,556716,2372.64,2237.93
7828,556717,2372.64,2237.93
7829,556718,2372.64,2237.93
7830,556719,2372.64,2237.93
7831,556720,2372.71,2238.0
7832,561693,1678.89,1583.57
7833,595691,3749.85,3668.5
7834,595692,3911.13,3826.28
7835,595693,1053.29,1006.58
7836,595694,3683.38,3601.76
7837,595695,2132.08,2037.52
7838,595696,2132.08,2037.52
7839,595697,3753.49,3587.02
7840,595698,3753.49,3587.02
7841,595699,3753.49,3587.02
7842,595700,3753.49,3587.02
7843,595701,3753.49,3587.02
7844,595702,3753.49,3587.02
7845,595703,3753.49,3587.02
7846,595704,3753.49,3587.02
7847,595705,3753.49,3587.02
7848,595706,3753.49,3587.02
7849,595707,3753.49,3587.02
7850,595708,3753.49,3587.02
7851,595709,3753.49,3587.02
7852,595710,3753.49,3587.02
7853,595711,3753.49,3587.02
7854,595712,3753.49,3587.02
7855,595713,3753.49,3587.02
7856,595714,3753.49,3587.02
7857,595715,3753.49,3587.02
7858,595716,3753.49,3587.02
7859,595717,3753.49,3587.02
7860,595718,3753.49,3587.02
7861,595719,3753.49,3587.02
7862,595720,3753.49,3587.02
7863,595721,3753.49,3587.02
7864,595722,459.63,439.25
7865,595723,459.63,439.25
7866,595724,459.63,439.25
7867,595725,459.63,439.25
7868,595726,459.63,439.25
7869,595727,459.63,439.25
7870,595728,459.63,439.25
7871,595729,459.63,439.25
7872,595730,459.63,439.25
7873,595731,459.63,439.25
7874,595732,459.63,439.25
7875,595733,459.63,439.25
7876,595734,459.63,439.25
7877,595735,459.63,439.25
7878,595736,459.63,439.25
8028,211646,6360.35,0.0
8128,237644,905.81,600.06
8135,245644,1646.63,1090.75
8136,245645,4025.61,2666.71
8137,245646,1046.57,693.25
8138,245647,1268.09,840.04
8139,245648,5535.2,3666.71
8140,245649,4551.41,3015.0
8141,245650,6340.35,4200.08
8142,245651,176.18,116.73
8143,245652,4195.42,2779.19
8144,245653,935.91,619.96
8145,245654,1014.02,671.75
8146,245655,2517.02,1667.37
8147,245656,166.09,110.04
8148,245657,2088.3,1383.37
8149,245658,5004.29,3315.0
8150,245659,704.44,466.63
8151,245660,422.76,280.08
8152,245661,6340.35,4200.08
8153,245662,5142.67,3406.67
8161,245670,2472.92,1970.79
8162,245671,4.19,3.36
8163,245672,2670.26,2128.06
8164,245673,11969.07,9538.67
8166,245675,629.15,501.41
8172,245681,126.46,100.77
8173,249650,10155.08,7579.95
8174,249651,10155.08,7579.95
8175,249652,1180.9,1030.83
8176,249653,107.67,94.0
8178,249655,13104.2,10885.36
8179,249656,821.35,654.56
8184,249661,20076.71,16000.0
8188,249665,1087.51,866.69
8189,249666,534.58,466.63
8191,249668,434.98,346.65
8192,249669,451.44,375.0
8193,249670,351.18,291.73
8194,249671,351.18,291.73
8195,249672,1153.71,958.37
8196,249673,451.44,375.0
8197,249674,501.64,416.71
8198,249675,702.27,583.37
8204,249681,40127.87,33333.35
8329,249806,7152.31,5699.98
8330,249807,7152.31,5699.98
8331,249808,7152.31,5699.98
8332,249809,3764.4,3000.02
8333,249810,3764.4,3000.02
8373,258645,700.2,581.64
8374,258646,700.2,581.64
8376,258648,7010.25,5232.62
8378,258650,159100.76,156681.27
8381,258653,12514.82,10395.79
8382,258654,2017.76,1724.78
8386,258658,3608.54,3084.58
8387,258659,1658.31,1377.51
8389,258661,4887.92,4178.2
8392,264645,394.12,327.38
8396,264649,663.31,567.0
8397,264650,521.44,445.73
8398,264651,374.33,319.97
8404,264657,372.0,317.98
8405,264658,372.0,317.98
8406,264659,372.0,317.98
8407,264660,372.0,317.98
8408,264661,372.0,317.98
8409,264662,372.0,317.98
8410,264663,372.0,317.98
8411,264664,372.0,317.98
8412,264665,372.0,317.98
8413,264666,372.0,317.98
8414,264667,372.0,317.98
8415,264668,372.0,317.98
8416,264669,372.0,317.98
8417,264670,372.0,317.98
8418,264671,372.0,317.98
8419,264672,372.0,317.98
8420,264673,372.0,317.98
8421,264674,372.0,317.98
8422,264675,372.0,317.98
8423,264676,372.0,317.98
8424,264677,1136.07,991.69
8425,264678,1136.07,991.69
8451,273649,1049.83,931.2
8466,273664,6868.86,6092.67
8477,273675,466.87,414.11
8478,273676,466.87,414.11
8482,280648,1594.53,1432.34
8483,280649,5775.13,5187.68
8484,280657,1097.33,973.33
8485,280658,1097.33,973.33
8486,280659,1097.33,973.33
8489,287649,1904.59,1662.54
8490,287650,1904.59,1662.54
8492,287652,3489.39,3166.65
8496,287656,1055.9,921.71
8497,287657,5142.27,4666.65
8498,287658,12902.14,11589.69
8504,288644,9182.58,8333.26
8515,306644,31303.58,28408.26
8516,306645,1028.54,933.42
8518,324644,981.58,898.35
8521,324647,1322.13,1210.02
8523,324649,3740.79,3423.59
8524,324650,1678.15,1535.84
8525,324651,3004.81,2750.02
8527,324653,8012.84,7333.39
8528,324654,90143.78,82499.94
8529,324655,4185.45,3830.54
8530,328681,551.11,507.96
8531,328682,551.11,507.96
8532,328683,551.11,507.96
8533,328684,551.11,507.96
8534,328685,551.11,507.96
8535,328686,551.11,507.96
8536,328687,551.11,507.96
8537,328688,551.11,507.96
8538,328689,551.11,507.96
8539,328690,551.11,507.96
8540,328691,551.11,507.96
8541,328692,551.11,507.96
8542,328693,551.11,507.96
8543,328694,551.11,507.96
8544,328695,551.11,507.96
8545,328696,551.11,507.96
8546,328697,551.11,507.96
8547,328698,551.11,507.96
8548,328699,551.11,507.96
8549,328700,551.11,507.96
8550,328701,551.11,507.96
8551,328702,551.11,507.96
8552,328703,551.11,507.96
8553,328704,551.11,507.96
8554,328705,551.11,507.96
8555,328706,551.11,507.96
8556,328707,551.11,507.96
8557,328708,551.11,507.96
8558,328709,551.11,507.96
8559,328710,551.11,507.96
8560,328711,551.11,507.96
8561,328712,551.11,507.96
8562,328713,551.11,507.96
8563,328714,551.11,507.96
8564,328715,551.11,507.96
8565,328716,551.11,507.96
8566,328717,551.11,507.96
8567,328718,551.11,507.96
8568,328719,551.11,507.96
8569,328720,551.11,507.96
8570,328721,551.11,507.96
8571,328722,551.11,507.96
8572,328723,551.11,507.96
8573,328724,551.11,507.96
8574,328725,551.11,507.96
8575,328726,551.11,507.96
8576,328727,551.11,507.96
8577,328728,551.11,507.96
8578,328729,488.18,449.96
8579,328730,488.18,449.96
8580,328731,488.18,449.96
8581,328732,488.18,449.96
8582,328733,488.18,449.96
8583,328734,488.18,449.96
8584,328735,488.18,449.96
8585,328736,488.18,449.96
8586,328737,488.18,449.96
8587,328738,488.18,449.96
8588,328739,488.18,449.96
8589,328740,488.18,449.96
8590,328741,488.18,449.96
8591,328742,488.18,449.96
8592,328743,488.18,449.96
8593,328744,488.18,449.96
8594,328745,488.18,449.96
8595,328746,488.18,449.96
8596,328747,488.18,449.96
8597,328748,488.18,449.96
8598,328749,488.18,449.96
