,Asset No,Revised Accum Dep_x,Dep. Beginning Balance_y
9272,492693,40102.35,35721.38
11698,603360,1183.24,0.0
11699,603361,961.28,0.0
11712,603374,58920.96,0.0
11867,603550,454.76,0.0
11914,603597,6886.38,0.0
12070,603771,77.67,0.0
12275,604006,1761.82,0.0
12295,604026,624.18,0.0
12327,604109,467.95,0.0
12366,,549495656.41,541629017.8
